"","mapbiomas.none.2005","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22561357,2030522.13
"3",4,456295,41066.55
"4",5,11,0.99
"5",9,2925089,263258.01
"6",12,348513,31366.17
"7",13,17440,1569.6
"8",15,58827780,5294500.2
"9",19,15946,1435.14
"10",20,501,45.09
"11",21,11097073,998736.57
"12",23,99,8.91
"13",24,368256,33143.04
"14",25,124399,11195.91
"15",29,702554,63229.86
"16",30,5608,504.72
"17",32,7,0.63
"18",33,588403,52956.27
"19",NA,13263229,1193690.61
