"","mapbiomas.none.2010","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23854556,2146910.04
"3",4,431044,38793.96
"4",5,9,0.81
"5",9,3592626,323336.34
"6",12,343521,30916.89
"7",13,13821,1243.89
"8",15,55212302,4969107.18
"9",19,222985,20068.65
"10",20,1836,165.24
"11",21,12443431,1119908.79
"12",23,175,15.75
"13",24,450074,40506.66
"14",25,122488,11023.92
"15",29,727882,65509.38
"16",30,5919,532.71
"17",32,5,0.45
"18",33,616657,55499.13
"19",NA,13263229,1193690.61
