"","mapbiomas.none.1987","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23982623,2158436.07
"3",4,466759,42008.31
"4",5,26,2.34
"5",9,1740006,156600.54
"6",12,314030,28262.7
"7",13,9806,882.54
"8",15,57901153,5211103.77
"9",19,3973,357.57
"10",21,12065004,1085850.36
"11",23,504,45.36
"12",24,236414,21277.26
"13",25,113214,10189.26
"14",29,619173,55725.57
"15",30,4422,397.98
"16",32,13,1.17
"17",33,582211,52398.99
"18",NA,13263229,1193690.61
