"","mapbiomas.none.2018","n","area_ha"
"1",0,94389612,8495065.08
"2",3,21634584,1947112.56
"3",4,176281,15865.29
"4",5,6,0.54
"5",9,4449161,400424.49
"6",12,328129,29531.61
"7",13,25050,2254.5
"8",15,49491107,4454199.63
"9",19,803153,72283.77
"10",20,1572,141.48
"11",21,19061366,1715522.94
"12",23,101,9.09
"13",24,567871,51108.39
"14",25,152968,13767.12
"15",29,784705,70623.45
"16",30,4151,373.59
"17",33,547374,49263.66
"18",NA,13263229,1193690.61
