"","mapbiomas.none.2012","n","area_ha"
"1",0,94377860,8494007.4
"2",3,24025920,2162332.8
"3",4,435222,39169.98
"4",5,1,0.09
"5",9,3792072,341286.48
"6",12,345268,31074.12
"7",13,9974,897.66
"8",15,53107223,4779650.07
"9",19,169191,15227.19
"10",20,2438,219.42
"11",21,14216574,1279491.66
"12",23,168,15.12
"13",24,453264,40793.76
"14",25,116662,10499.58
"15",29,734092,66068.28
"16",30,9340,840.6
"17",32,8,0.72
"18",33,621914,55972.26
"19",NA,13263229,1193690.61
