"","mapbiomas.none.2006","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22906797,2061611.73
"3",4,440708,39663.72
"4",5,12,1.08
"5",9,3068399,276155.91
"6",12,346120,31150.8
"7",13,21741,1956.69
"8",15,57987039,5218833.51
"9",19,22330,2009.7
"10",20,1526,137.34
"11",21,11412546,1027129.14
"12",23,141,12.69
"13",24,385897,34730.73
"14",25,128354,11551.86
"15",29,710004,63900.36
"16",30,6205,558.45
"17",32,7,0.63
"18",33,601505,54135.45
"19",NA,13263229,1193690.61
