"","mapbiomas.none.1998","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22838685,2055481.65
"3",4,442231,39800.79
"4",9,3115940,280434.6
"5",12,331684,29851.56
"6",13,14000,1260
"7",15,57409252,5166832.68
"8",19,79766,7178.94
"9",20,189,17.01
"10",21,12137704,1092393.36
"11",23,181,16.29
"12",24,311960,28076.4
"13",25,114598,10313.82
"14",29,665494,59894.46
"15",30,6495,584.55
"16",32,9,0.81
"17",33,571143,51402.87
"18",NA,13263229,1193690.61
