"","mapbiomas.none.2001","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22306965,2007626.85
"3",4,440899,39680.91
"4",5,1,0.09
"5",9,2956510,266085.9
"6",12,337742,30396.78
"7",13,16018,1441.62
"8",15,59320398,5338835.82
"9",19,82507,7425.63
"10",20,181,16.29
"11",21,10785375,970683.75
"12",23,53,4.77
"13",24,365204,32868.36
"14",25,122495,11024.55
"15",29,723713,65134.17
"16",30,5437,489.33
"17",32,7,0.63
"18",33,575826,51824.34
"19",NA,13263229,1193690.61
