"","mapbiomas.none.2003","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22441450,2019730.5
"3",4,451297,40616.73
"4",5,17,1.53
"5",9,2904619,261415.71
"6",12,339933,30593.97
"7",13,16368,1473.12
"8",15,59749861,5377487.49
"9",19,51614,4645.26
"10",21,10292527,926327.43
"11",23,131,11.79
"12",24,366879,33019.11
"13",25,115593,10403.37
"14",29,721102,64899.18
"15",30,8749,787.41
"16",32,7,0.63
"17",33,579184,52126.56
"18",NA,13263229,1193690.61
