"","mapbiomas.none.1999","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22363074,2012676.66
"3",4,432998,38969.82
"4",5,8,0.72
"5",9,3075394,276785.46
"6",12,338152,30433.68
"7",13,12841,1155.69
"8",15,58305396,5247485.64
"9",19,77325,6959.25
"10",20,332,29.88
"11",21,11709579,1053862.11
"12",23,148,13.32
"13",24,324428,29198.52
"14",25,127103,11439.27
"15",29,692605,62334.45
"16",30,6485,583.65
"17",32,8,0.72
"18",33,573455,51610.95
"19",NA,13263229,1193690.61
