"","mapbiomas.none.2017","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22916099,2062448.91
"3",4,398291,35846.19
"4",5,1,0.09
"5",9,4437960,399416.4
"6",12,300428,27038.52
"7",13,9532,857.88
"8",15,50347082,4531237.38
"9",19,802370,72213.3
"10",20,1178,106.02
"11",21,16758561,1508270.49
"12",23,232,20.88
"13",24,532737,47946.33
"14",25,163318,14698.62
"15",29,767978,69118.02
"16",30,8855,796.95
"17",32,1,0.09
"18",33,594708,53523.72
"19",NA,13263229,1193690.61
