"","mapbiomas.none.1991","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23019368,2071743.12
"3",4,480957,43286.13
"4",5,29,2.61
"5",9,2451821,220663.89
"6",12,323854,29146.86
"7",13,12314,1108.26
"8",15,57789012,5201011.08
"9",19,13033,1172.97
"10",20,23,2.07
"11",21,12354531,1111907.79
"12",23,200,18
"13",24,275303,24777.27
"14",25,101328,9119.52
"15",29,641744,57756.96
"16",30,3246,292.14
"17",32,7,0.63
"18",33,572561,51530.49
"19",NA,13263229,1193690.61
