"","mapbiomas.none.1992","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22953365,2065802.85
"3",4,493627,44426.43
"4",5,22,1.98
"5",9,2575782,231820.38
"6",12,320125,28811.25
"7",13,11252,1012.68
"8",15,57675941,5190834.69
"9",19,14411,1296.99
"10",21,12425660,1118309.4
"11",23,156,14.04
"12",24,274509,24705.81
"13",25,94345,8491.05
"14",29,624236,56181.24
"15",30,3419,307.71
"16",33,572481,51523.29
"17",NA,13263229,1193690.61
