"","mapbiomas.none.1996","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22865985,2057938.65
"3",4,465008,41850.72
"4",5,16,1.44
"5",9,3044554,274009.86
"6",12,325815,29323.35
"7",13,11970,1077.3
"8",15,56349425,5071448.25
"9",19,68109,6129.81
"10",21,13277898,1195010.82
"11",23,449,40.41
"12",24,309307,27837.63
"13",25,111253,10012.77
"14",29,637795,57401.55
"15",30,4393,395.37
"16",33,567354,51061.86
"17",NA,13263229,1193690.61
