"","mapbiomas.none.1985","n","area_ha"
"1",0,94377860,8494007.4
"2",3,24452214,2200699.26
"3",4,447245,40252.05
"4",5,8,0.72
"5",9,1608230,144740.7
"6",12,279213,25129.17
"7",13,12258,1103.22
"8",15,57983263,5218493.67
"9",19,12699,1142.91
"10",21,11809265,1062833.85
"11",23,248,22.32
"12",24,215543,19398.87
"13",25,165135,14862.15
"14",29,475881,42829.29
"15",30,3474,312.66
"16",32,5,0.45
"17",33,574650,51718.5
"18",NA,13263229,1193690.61
