"","mapbiomas.none.2007","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23266140,2093952.6
"3",4,445340,40080.6
"4",5,12,1.08
"5",9,3140109,282609.81
"6",12,355879,32029.11
"7",13,20387,1834.83
"8",15,57201210,5148108.9
"9",19,47153,4243.77
"10",20,1829,164.61
"11",21,11700458,1053041.22
"12",23,175,15.75
"13",24,403811,36342.99
"14",25,121648,10948.32
"15",29,724722,65224.98
"16",30,5921,532.89
"17",32,7,0.63
"18",33,604530,54407.7
"19",NA,13263229,1193690.61
