"","mapbiomas.none.2011","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23959227,2156330.43
"3",4,434852,39136.68
"4",9,3731055,335794.95
"5",12,349634,31467.06
"6",13,12527,1127.43
"7",15,53892747,4850347.23
"8",19,169702,15273.18
"9",20,3669,330.21
"10",21,13553066,1219775.94
"11",23,171,15.39
"12",24,452373,40713.57
"13",25,117987,10618.83
"14",29,733428,66008.52
"15",30,8089,728.01
"16",32,5,0.45
"17",33,620799,55871.91
"18",NA,13263229,1193690.61
