"","mapbiomas.none.1989","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23455453,2110990.77
"3",4,475075,42756.75
"4",5,22,1.98
"5",9,2048482,184363.38
"6",12,322203,28998.27
"7",13,8019,721.71
"8",15,57253673,5152830.57
"9",19,5607,504.63
"10",21,12865628,1157906.52
"11",23,444,39.96
"12",24,271118,24400.62
"13",25,109348,9841.32
"14",29,643865,57947.85
"15",30,5307,477.63
"16",32,12,1.08
"17",33,575075,51756.75
"18",NA,13263229,1193690.61
