"","mapbiomas.none.2008","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23333182,2099986.38
"3",4,443546,39919.14
"4",5,13,1.17
"5",9,3355845,302026.05
"6",12,346685,31201.65
"7",13,18847,1696.23
"8",15,56076767,5046909.03
"9",19,144911,13041.99
"10",20,3576,321.84
"11",21,12446233,1120160.97
"12",23,189,17.01
"13",24,427437,38469.33
"14",25,107733,9695.97
"15",29,723439,65109.51
"16",30,5695,512.55
"17",32,7,0.63
"18",33,605226,54470.34
"19",NA,13263229,1193690.61
