"","mapbiomas.none.2014","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23710181,2133916.29
"3",4,427928,38513.52
"4",5,10,0.9
"5",9,3916717,352504.53
"6",12,329536,29658.24
"7",13,9530,857.7
"8",15,53119635,4780767.15
"9",19,277592,24983.28
"10",20,2490,224.1
"11",21,14256002,1283040.18
"12",23,245,22.05
"13",24,491315,44218.35
"14",25,123507,11115.63
"15",29,745366,67082.94
"16",30,8724,785.16
"17",32,3,0.27
"18",33,620550,55849.5
"19",NA,13263229,1193690.61
