"","mapbiomas.none.2009","n","area_ha"
"1",0,94377860,8494007.4
"2",3,23720181,2134816.29
"3",4,438648,39478.32
"4",5,8,0.72
"5",9,3442141,309792.69
"6",12,343380,30904.2
"7",13,16596,1493.64
"8",15,55543804,4998942.36
"9",19,192744,17346.96
"10",20,3796,341.64
"11",21,12434615,1119115.35
"12",23,209,18.81
"13",24,442893,39860.37
"14",25,112817,10153.53
"15",29,727298,65456.82
"16",30,5387,484.83
"17",32,5,0.45
"18",33,614809,55332.81
"19",NA,13263229,1193690.61
