"","mapbiomas.none.1993","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22912042,2062083.78
"3",4,497392,44765.28
"4",5,14,1.26
"5",9,2668770,240189.3
"6",12,316914,28522.26
"7",13,10898,980.82
"8",15,57613197,5185187.73
"9",19,14319,1288.71
"10",21,12422751,1118047.59
"11",23,161,14.49
"12",24,291503,26235.27
"13",25,98202,8838.18
"14",29,617546,55579.14
"15",30,4274,384.66
"16",33,571348,51421.32
"17",NA,13263229,1193690.61
