"","mapbiomas.none.2016","n","area_ha"
"1",0,94377860,8494007.4
"2",3,22978959,2068106.31
"3",4,403142,36282.78
"4",5,11,0.99
"5",9,4172157,375494.13
"6",12,323268,29094.12
"7",13,8191,737.19
"8",15,51605898,4644530.82
"9",19,575976,51837.84
"10",20,1269,114.21
"11",21,15960898,1436480.82
"12",23,229,20.61
"13",24,507689,45692.01
"14",25,141043,12693.87
"15",29,753598,67823.82
"16",30,7414,667.26
"17",32,1,0.09
"18",33,599588,53962.92
"19",NA,13263229,1193690.61
