"","mapbiomas.none.1989","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23416655,2107498.95
"3",4,473506,42615.54
"4",5,22,1.98
"5",9,2046857,184217.13
"6",12,321263,28913.67
"7",13,8009,720.81
"8",15,57182322,5146408.98
"9",19,5606,504.54
"10",21,12844480,1156003.2
"11",23,442,39.78
"12",24,270978,24388.02
"13",25,109314,9838.26
"14",29,643345,57901.05
"15",30,5315,478.35
"16",32,12,1.08
"17",33,574165,51674.85
