"","mapbiomas.none.1991","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22980192,2068217.28
"3",4,479421,43147.89
"4",5,29,2.61
"5",9,2450157,220514.13
"6",12,322890,29060.1
"7",13,12302,1107.18
"8",15,57715026,5194352.34
"9",19,13009,1170.81
"10",20,23,2.07
"11",21,12336389,1110275.01
"12",23,200,18
"13",24,275160,24764.4
"14",25,101313,9118.17
"15",29,641263,57713.67
"16",30,3252,292.68
"17",32,7,0.63
"18",33,571658,51449.22
