"","mapbiomas.none.2008","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23302188,2097196.92
"3",4,442075,39786.75
"4",5,13,1.17
"5",9,3351537,301638.33
"6",12,345656,31109.04
"7",13,18819,1693.71
"8",15,55999045,5039914.05
"9",19,144570,13011.3
"10",20,3567,321.03
"11",21,12426707,1118403.63
"12",23,188,16.92
"13",24,427245,38452.05
"14",25,107709,9693.81
"15",29,722947,65065.23
"16",30,5704,513.36
"17",32,7,0.63
"18",33,604314,54388.26
