"","mapbiomas.none.1988","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23618029,2125622.61
"3",4,453451,40810.59
"4",5,39,3.51
"5",9,1958104,176229.36
"6",12,317436,28569.24
"7",13,9146,823.14
"8",15,57894566,5210510.94
"9",19,7465,671.85
"10",21,12044923,1084043.07
"11",23,536,48.24
"12",24,264726,23825.34
"13",25,107989,9719.01
"14",29,643348,57901.32
"15",30,4925,443.25
"16",32,11,0.99
"17",33,577597,51983.73
