"","mapbiomas.none.2006","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22874854,2058736.86
"3",4,439236,39531.24
"4",5,12,1.08
"5",9,3064560,275810.4
"6",12,345110,31059.9
"7",13,21708,1953.72
"8",15,57909687,5211871.83
"9",19,22280,2005.2
"10",20,1525,137.25
"11",21,11392829,1025354.61
"12",23,140,12.6
"13",24,385710,34713.9
"14",25,128334,11550.06
"15",29,709496,63854.64
"16",30,6223,560.07
"17",32,7,0.63
"18",33,600580,54052.2
