"","mapbiomas.none.2007","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23234511,2091105.99
"3",4,443861,39947.49
"4",5,12,1.08
"5",9,3136008,282240.72
"6",12,354853,31936.77
"7",13,20349,1831.41
"8",15,57123385,5141104.65
"9",19,47061,4235.49
"10",20,1825,164.25
"11",21,11681257,1051313.13
"12",23,174,15.66
"13",24,403618,36325.62
"14",25,121596,10943.64
"15",29,724223,65180.07
"16",30,5934,534.06
"17",32,7,0.63
"18",33,603617,54325.53
