"","mapbiomas.none.2015","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23206190,2088557.1
"3",4,410994,36989.46
"4",5,13,1.17
"5",9,4107887,369709.83
"6",12,322869,29058.21
"7",13,8951,805.59
"8",15,51918470,4672662.3
"9",19,555560,50000.4
"10",20,2034,183.06
"11",21,15365134,1382862.06
"12",23,256,23.04
"13",24,499480,44953.2
"14",25,130488,11743.92
"15",29,752395,67715.55
"16",30,8075,726.75
"17",32,1,0.09
"18",33,613494,55214.46
