"","mapbiomas.none.1985","n","area_ha"
"1",0,94284189,8485577.01
"2",3,24413262,2197193.58
"3",4,445698,40112.82
"4",5,8,0.72
"5",9,1606518,144586.62
"6",12,278338,25050.42
"7",13,12246,1102.14
"8",15,57907968,5211717.12
"9",19,12692,1142.28
"10",21,11792537,1061328.33
"11",23,247,22.23
"12",24,215387,19384.83
"13",25,165040,14853.6
"14",29,475157,42764.13
"15",30,3476,312.84
"16",32,5,0.45
"17",33,573712,51634.08
