"","mapbiomas.none.2011","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23929388,2153644.92
"3",4,433404,39006.36
"4",9,3726574,335391.66
"5",12,348638,31377.42
"6",13,12508,1125.72
"7",15,53812709,4843143.81
"8",19,169318,15238.62
"9",20,3653,328.77
"10",21,13534860,1218137.4
"11",23,169,15.21
"12",24,452182,40696.38
"13",25,117937,10614.33
"14",29,732963,65966.67
"15",30,8096,728.64
"16",32,5,0.45
"17",33,619887,55789.83
