"","mapbiomas.none.2005","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22528749,2027587.41
"3",4,454787,40930.83
"4",5,11,0.99
"5",9,2921436,262929.24
"6",12,347492,31274.28
"7",13,17418,1567.62
"8",15,58748459,5287361.31
"9",19,15912,1432.08
"10",20,499,44.91
"11",21,11079813,997183.17
"12",23,97,8.73
"13",24,368095,33128.55
"14",25,124370,11193.3
"15",29,702003,63180.27
"16",30,5623,506.07
"17",32,7,0.63
"18",33,587520,52876.8
