"","mapbiomas.none.1990","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23208579,2088772.11
"3",4,486228,43760.52
"4",5,17,1.53
"5",9,2227533,200477.97
"6",12,321634,28947.06
"7",13,10390,935.1
"8",15,57453948,5170855.32
"9",19,4171,375.39
"10",20,17,1.53
"11",21,12582270,1132404.3
"12",23,343,30.87
"13",24,278731,25085.79
"14",25,108272,9744.48
"15",29,646559,58190.31
"16",30,4495,404.55
"17",32,15,1.35
"18",33,569089,51218.01
