"","mapbiomas.none.1992","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22914811,2062332.99
"3",4,492164,44294.76
"4",5,22,1.98
"5",9,2574153,231673.77
"6",12,319160,28724.4
"7",13,11247,1012.23
"8",15,57601701,5184153.09
"9",19,14380,1294.2
"10",21,12407060,1116635.4
"11",23,156,14.04
"12",24,274370,24693.3
"13",25,94335,8490.15
"14",29,623722,56134.98
"15",30,3423,308.07
"16",33,571587,51442.83
