"","mapbiomas.none.2002","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22368605,2013174.45
"3",4,450613,40555.17
"4",5,7,0.63
"5",9,2845908,256131.72
"6",12,334761,30128.49
"7",13,15306,1377.54
"8",15,59369967,5343297.03
"9",19,57221,5149.89
"10",21,10653976,958857.84
"11",23,114,10.26
"12",24,369580,33262.2
"13",25,132757,11948.13
"14",29,719002,64710.18
"15",30,8779,790.11
"16",32,7,0.63
"17",33,575688,51811.92
