"","mapbiomas.none.2014","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23681663,2131349.67
"3",4,426536,38388.24
"4",5,10,0.9
"5",9,3912111,352089.99
"6",12,328564,29570.76
"7",13,9518,856.62
"8",15,53045332,4774079.88
"9",19,277063,24935.67
"10",20,2479,223.11
"11",21,14230832,1280774.88
"12",23,244,21.96
"13",24,491150,44203.5
"14",25,123413,11107.17
"15",29,745010,67050.9
"16",30,8715,784.35
"17",32,3,0.27
"18",33,619648,55768.32
