"","mapbiomas.none.1995","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22774395,2049695.55
"3",4,486875,43818.75
"4",5,11,0.99
"5",9,2934308,264087.72
"6",12,327079,29437.11
"7",13,11740,1056.6
"8",15,56370156,5073314.04
"9",19,48310,4347.9
"10",21,13345865,1201127.85
"11",23,386,34.74
"12",24,299751,26977.59
"13",25,107122,9640.98
"14",29,623634,56127.06
"15",30,4347,391.23
"16",32,8,0.72
"17",33,568304,51147.36
