"","mapbiomas.none.1987","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23943684,2154931.56
"3",4,465214,41869.26
"4",5,26,2.34
"5",9,1738395,156455.55
"6",12,313080,28177.2
"7",13,9791,881.19
"8",15,57825513,5204296.17
"9",19,3967,357.03
"10",21,12048367,1084353.03
"11",23,504,45.36
"12",24,236274,21264.66
"13",25,113190,10187.1
"14",29,618568,55671.12
"15",30,4422,397.98
"16",32,13,1.17
"17",33,581283,52315.47
