"","mapbiomas.none.2012","n","area_ha"
"1",0,94284189,8485577.01
"2",3,23996343,2159670.87
"3",4,433781,39040.29
"4",5,1,0.09
"5",9,3787473,340872.57
"6",12,344296,30986.64
"7",13,9955,895.95
"8",15,53029884,4772689.56
"9",19,168861,15197.49
"10",20,2429,218.61
"11",21,14195361,1277582.49
"12",23,167,15.03
"13",24,453076,40776.84
"14",25,116623,10496.07
"15",29,733672,66030.48
"16",30,9341,840.69
"17",32,8,0.72
"18",33,621020,55891.8
