"","mapbiomas.none.1993","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22873743,2058636.87
"3",4,495885,44629.65
"4",5,14,1.26
"5",9,2667000,240030
"6",12,315948,28435.32
"7",13,10893,980.37
"8",15,57537910,5178411.9
"9",19,14289,1286.01
"10",21,12405154,1116463.86
"11",23,161,14.49
"12",24,291355,26221.95
"13",25,98186,8836.74
"14",29,617035,55533.15
"15",30,4279,385.11
"16",33,570439,51339.51
