"","mapbiomas.none.1998","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22804087,2052367.83
"3",4,440946,39685.14
"4",9,3113322,280198.98
"5",12,330697,29762.73
"6",13,13984,1258.56
"7",15,57327538,5159478.42
"8",19,79599,7163.91
"9",20,189,17.01
"10",21,12123665,1091129.85
"11",23,181,16.29
"12",24,311822,28063.98
"13",25,114585,10312.65
"14",29,664931,59843.79
"15",30,6502,585.18
"16",32,9,0.81
"17",33,570234,51321.06
