"","mapbiomas.none.2000","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22391191,2015207.19
"3",4,433812,39043.08
"4",5,8,0.72
"5",9,2963304,266697.36
"6",12,332133,29891.97
"7",13,14783,1330.47
"8",15,58910892,5301980.28
"9",19,82218,7399.62
"10",20,413,37.17
"11",21,11010941,990984.69
"12",23,55,4.95
"13",24,346744,31206.96
"14",25,126082,11347.38
"15",29,709434,63849.06
"16",30,5306,477.54
"17",32,8,0.72
"18",33,574967,51747.03
