"","mapbiomas.none.2004","n","area_ha"
"1",0,94284189,8485577.01
"2",3,22554886,2029939.74
"3",4,453027,40772.43
"4",5,19,1.71
"5",9,2890731,260165.79
"6",12,352957,31766.13
"7",13,17629,1586.61
"8",15,59687246,5371852.14
"9",19,20789,1871.01
"10",21,10137804,912402.36
"11",23,99,8.91
"12",24,364587,32812.83
"13",25,126429,11378.61
"14",29,710610,63954.9
"15",30,6162,554.58
"16",32,8,0.72
"17",33,579308,52137.72
